iter	Logloss
0	0.6269765873
1	0.5617974548
2	0.4997628497
3	0.4337443893
4	0.3829249599
5	0.3375673708
6	0.2986879704
7	0.267803595
8	0.2418831854
9	0.2199980433
10	0.2010282991
11	0.1777004542
12	0.1585236182
13	0.1415171686
14	0.1284791738
15	0.1158300349
16	0.103755586
17	0.09343699601
18	0.08530694969
19	0.0779873482
20	0.07147880869
21	0.0671865594
22	0.06266670358
23	0.05847007331
24	0.05504161205
25	0.05125696322
26	0.04861924785
27	0.04603646569
28	0.04292157733
29	0.04122698415
30	0.03969812103
31	0.03800174419
32	0.03649469627
33	0.03533089107
34	0.03414919057
35	0.03329225198
36	0.0318457917
37	0.03031931953
38	0.02953438213
39	0.02880567979
40	0.02805262924
41	0.02726780742
42	0.02667389521
43	0.02600691146
44	0.02555636271
45	0.02506621018
46	0.02471982247
47	0.02431522147
48	0.02390576687
49	0.02342449892
50	0.02287188766
51	0.02221716116
52	0.02192170192
53	0.02132781261
54	0.0209715099
55	0.02070582293
56	0.02051582872
57	0.02034748964
58	0.02017259986
59	0.01998171184
60	0.01983997474
61	0.01954772445
62	0.0193781021
63	0.01924359287
64	0.01912436526
65	0.01896891046
66	0.01888942623
67	0.01877555385
68	0.01841172652
69	0.01829913416
70	0.0181668722
71	0.01803509785
72	0.0178944568
73	0.01779247042
74	0.01732450781
75	0.01723353609
76	0.01709400439
77	0.01704170613
78	0.01693993065
79	0.01691499565
80	0.01683383771
81	0.01671021342
82	0.0166838771
83	0.01652895304
84	0.0164941859
85	0.0164144901
86	0.0164035802
87	0.01638032497
88	0.0163644289
89	0.01635548052
90	0.01629731996
91	0.01628809706
92	0.01622457354
93	0.0162073001
94	0.01614684852
95	0.01601237122
96	0.01589100238
97	0.0158821151
98	0.01586870968
99	0.01585836144
100	0.01583783175
101	0.01582408594
102	0.01579078156
103	0.01578144763
104	0.01577233683
105	0.01568555386
106	0.01556537517
107	0.01555978431
108	0.01555341662
109	0.01554392487
110	0.01553461193
111	0.01552017956
112	0.01550115292
113	0.01549037408
114	0.01526471517
115	0.01525150206
116	0.01518715459
117	0.01518012453
118	0.01516957578
119	0.0151641553
120	0.01515205464
121	0.01514380207
122	0.01504351583
123	0.01502374799
124	0.01501893277
125	0.0150092566
126	0.0149357604
127	0.01492016651
128	0.01490844971
129	0.01488476028
130	0.01487884104
131	0.0148736989
132	0.01480838278
133	0.01475929386
134	0.01471707426
135	0.01466910962
136	0.01465019625
137	0.01456870555
138	0.0144347769
139	0.01429602613
140	0.0141676301
141	0.01383419017
142	0.01365485468
143	0.01364077852
144	0.01355077364
145	0.01353440035
146	0.01352504981
147	0.01347066536
148	0.0134652266
149	0.01342825394
150	0.01334652211
151	0.0133385706
152	0.01328862266
153	0.01323336955
154	0.01320653154
155	0.01308753755
156	0.01293222632
157	0.01286767484
158	0.01273929239
159	0.01272400001
160	0.01248756147
161	0.01238349707
162	0.01234386065
163	0.01227675702
164	0.01217286545
165	0.01213284247
166	0.01211383872
167	0.01200846232
168	0.0119183826
169	0.01187727103
170	0.01186568857
171	0.01178695179
172	0.01175634822
173	0.01174560271
174	0.01165591976
175	0.01164044365
176	0.01160825303
177	0.01158555912
178	0.01152887562
179	0.0114507802
180	0.01140739085
181	0.01136336875
182	0.01131975027
183	0.01126383464
184	0.01120248884
185	0.01114256195
186	0.01109144325
187	0.01104775635
188	0.01103922898
189	0.01099213401
190	0.01096543579
191	0.0109195366
192	0.01090804209
193	0.01085040864
194	0.01084259668
195	0.01080082403
196	0.0107424661
197	0.01070347994
198	0.01066544567
199	0.01063056601
200	0.01061683153
201	0.01058501546
202	0.010567748
203	0.0105257991
204	0.01050627849
205	0.01049389029
206	0.01048483568
207	0.01046753343
208	0.01044537577
209	0.01041131689
210	0.01036817802
211	0.01033086553
212	0.01029962285
213	0.01025645674
214	0.0102155536
215	0.01018963677
216	0.01014346332
217	0.01013231517
218	0.0101008424
219	0.01005352966
220	0.01004337593
221	0.01002866928
222	0.01001121039
223	0.009859083079
224	0.009844059151
225	0.009802730234
226	0.009762951567
227	0.009745358112
228	0.009715175492
229	0.009705300409
230	0.009620008612
231	0.009569486281
232	0.009465206524
233	0.009455873185
234	0.009430808385
235	0.009421236687
236	0.009409389588
237	0.00938551151
238	0.0093588603
239	0.009348701665
240	0.009308325963
241	0.009283553299
242	0.009271571522
243	0.009257434296
244	0.009215617972
245	0.009191669706
246	0.009177791908
247	0.009165325697
248	0.009156287916
249	0.009139950723
250	0.009120316553
251	0.009107665113
252	0.009082362963
253	0.009069460372
254	0.00904210076
255	0.009005301407
256	0.008985077607
257	0.008961745986
258	0.008937420053
259	0.008806122192
260	0.008793807996
261	0.008793840368
262	0.008758076227
263	0.008750557839
264	0.008741492371
265	0.008709479484
266	0.008686290452
267	0.008672204281
268	0.008661081632
269	0.008653251948
270	0.00857676406
271	0.008560069089
272	0.008514366747
273	0.00850458432
274	0.008498109952
275	0.008480221415
276	0.008427942453
277	0.008423022486
278	0.008412357565
279	0.008374867594
280	0.008364289102
281	0.008357402422
282	0.008328629679
283	0.008319666938
284	0.008307715065
285	0.008303851208
286	0.008272278769
287	0.008237945684
288	0.008229571507
289	0.00821721411
290	0.008208352301
291	0.008153041372
292	0.008142746151
293	0.008114214573
294	0.008102837265
295	0.008095645321
296	0.00807785247
297	0.008067664633
298	0.008024196313
299	0.008013803414
300	0.008007350617
301	0.007999804738
302	0.007992765538
303	0.007986541816
304	0.007979594796
305	0.007969956866
306	0.007958576332
307	0.007915790832
308	0.007898117848
309	0.007873743974
310	0.007863058238
311	0.007834823228
312	0.007814918634
313	0.007806940358
314	0.00780128691
315	0.007785427699
316	0.007775638119
317	0.007762938401
318	0.007742485358
319	0.007735165861
320	0.00772433041
321	0.007714671693
322	0.007707864765
323	0.007695911461
324	0.007684419813
325	0.007674646391
326	0.007657666213
327	0.007640933568
328	0.007629840457
329	0.007610523613
330	0.007597768773
331	0.007591970996
332	0.00758577945
333	0.007578047501
334	0.00757179842
335	0.007566122473
336	0.007552562282
337	0.007540986477
338	0.007524942289
339	0.007521141438
340	0.00751487934
341	0.007510290165
342	0.00746533491
343	0.007457869652
344	0.007426754241
345	0.007413162743
346	0.007406562897
347	0.007395066956
348	0.00737734735
349	0.007359942966
350	0.00735000586
351	0.007345471583
352	0.0073454637
353	0.007334474383
354	0.00732438268
355	0.007319460301
356	0.007301284369
357	0.00729050606
358	0.00728105796
359	0.007269075874
360	0.007264030205
361	0.007238727887
362	0.007229880469
363	0.007187814929
364	0.007174305596
365	0.007167106414
366	0.007151343478
367	0.007145858764
368	0.007145857782
369	0.007139217709
370	0.007125119084
371	0.007101389345
372	0.007093831235
373	0.007082798156
374	0.007075202765
375	0.007065017929
376	0.007056374759
377	0.007056372907
378	0.007049292162
379	0.007037080918
380	0.00703419311
381	0.007018111445
382	0.00700867291
383	0.007002246399
384	0.006992034605
385	0.006976446883
386	0.006970962141
387	0.006951424189
388	0.006942813616
389	0.00693492996
390	0.006922901083
391	0.006915936586
392	0.006891160107
393	0.006880608601
394	0.006870696909
395	0.006870695002
396	0.00686509028
397	0.006848948976
398	0.006835847691
399	0.006835847691
400	0.00682812887
401	0.006823446168
402	0.006817360968
403	0.006810361757
404	0.006810357563
405	0.006810349582
406	0.006805933167
